bill_param,seq,action_date,bill_session,bill_session_code,bill_year_of_session,calendar_session,calendar_session_year,calendar_year,phase,phase_ordinal,phase_start,phase_end,phase_n_days,days_into_phase,phase_progress,recess,in_recess,floor_session_only,is_holiday,prev_deadline,prev_deadline_date,days_since_prev_deadline,next_deadline,next_deadline_date,days_to_next_deadline,is_deadline_day,days_to_house_of_origin_deadline,days_to_final_passage_deadline
201320140SB743,1,2013-02-22,2013-2014,20132014,1,2013-2014,1,2013,INTRODUCTION,1,2013-01-01,2013-02-22,53,52,1,,FALSE,FALSE,FALSE,,,,INTRODUCTION_DEADLINE,2013-02-22,0,TRUE,98,203
201320140SB743,2,2013-02-23,2013-2014,20132014,1,2013-2014,1,2013,POLICY_COMMITTEE_FIRST_HOUSE,2,2013-02-23,2013-05-10,77,0,0,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2013-02-22,1,POLICY_CMTE_FISCAL_1H,2013-04-26,62,FALSE,97,202
201320140SB743,3,2013-02-25,2013-2014,20132014,1,2013-2014,1,2013,POLICY_COMMITTEE_FIRST_HOUSE,2,2013-02-23,2013-05-10,77,2,0.0263,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2013-02-22,3,POLICY_CMTE_FISCAL_1H,2013-04-26,60,FALSE,95,200
201320140SB743,4,2013-03-11,2013-2014,20132014,1,2013-2014,1,2013,POLICY_COMMITTEE_FIRST_HOUSE,2,2013-02-23,2013-05-10,77,16,0.2105,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2013-02-22,17,POLICY_CMTE_FISCAL_1H,2013-04-26,46,FALSE,81,186
201320140SB743,5,2013-03-12,2013-2014,20132014,1,2013-2014,1,2013,POLICY_COMMITTEE_FIRST_HOUSE,2,2013-02-23,2013-05-10,77,17,0.2237,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2013-02-22,18,POLICY_CMTE_FISCAL_1H,2013-04-26,45,FALSE,80,185
201320140SB743,6,2013-04-02,2013-2014,20132014,1,2013-2014,1,2013,POLICY_COMMITTEE_FIRST_HOUSE,2,2013-02-23,2013-05-10,77,38,0.5,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2013-02-22,39,POLICY_CMTE_FISCAL_1H,2013-04-26,24,FALSE,59,164
201320140SB743,7,2013-04-05,2013-2014,20132014,1,2013-2014,1,2013,POLICY_COMMITTEE_FIRST_HOUSE,2,2013-02-23,2013-05-10,77,41,0.5395,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2013-02-22,42,POLICY_CMTE_FISCAL_1H,2013-04-26,21,FALSE,56,161
201320140SB743,8,2013-04-15,2013-2014,20132014,1,2013-2014,1,2013,POLICY_COMMITTEE_FIRST_HOUSE,2,2013-02-23,2013-05-10,77,51,0.6711,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2013-02-22,52,POLICY_CMTE_FISCAL_1H,2013-04-26,11,FALSE,46,151
201320140SB743,9,2013-04-16,2013-2014,20132014,1,2013-2014,1,2013,POLICY_COMMITTEE_FIRST_HOUSE,2,2013-02-23,2013-05-10,77,52,0.6842,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2013-02-22,53,POLICY_CMTE_FISCAL_1H,2013-04-26,10,FALSE,45,150
201320140SB743,10,2013-04-22,2013-2014,20132014,1,2013-2014,1,2013,POLICY_COMMITTEE_FIRST_HOUSE,2,2013-02-23,2013-05-10,77,58,0.7632,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2013-02-22,59,POLICY_CMTE_FISCAL_1H,2013-04-26,4,FALSE,39,144
201320140SB743,11,2013-04-22,2013-2014,20132014,1,2013-2014,1,2013,POLICY_COMMITTEE_FIRST_HOUSE,2,2013-02-23,2013-05-10,77,58,0.7632,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2013-02-22,59,POLICY_CMTE_FISCAL_1H,2013-04-26,4,FALSE,39,144
201320140SB743,12,2013-05-16,2013-2014,20132014,1,2013-2014,1,2013,FISCAL_COMMITTEE_FIRST_HOUSE,3,2013-05-11,2013-05-24,14,5,0.3846,,FALSE,FALSE,FALSE,POLICY_CMTE_NONFISCAL_1H,2013-05-10,6,POLICY_CMTE_MEET_CUTOFF_1H,2013-05-17,1,FALSE,15,120
201320140SB743,13,2013-08-05,2013-2014,20132014,1,2013-2014,1,2013,POLICY_COMMITTEE_SECOND_HOUSE,5,2013-06-01,2013-08-09,70,65,0.942,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2013-05-31,66,POLICY_CMTE_2H,2013-08-09,4,FALSE,-66,39
201320140SB743,14,2013-08-14,2013-2014,20132014,1,2013-2014,1,2013,FISCAL_COMMITTEE_SECOND_HOUSE,6,2013-08-10,2013-08-30,21,4,0.2,,FALSE,FALSE,FALSE,POLICY_CMTE_2H,2013-08-09,5,POLICY_CMTE_2H,2013-08-16,2,FALSE,-75,30
201320140SB743,15,2013-08-15,2013-2014,20132014,1,2013-2014,1,2013,FISCAL_COMMITTEE_SECOND_HOUSE,6,2013-08-10,2013-08-30,21,5,0.25,,FALSE,FALSE,FALSE,POLICY_CMTE_2H,2013-08-09,6,POLICY_CMTE_2H,2013-08-16,1,FALSE,-76,29
201320140SB743,16,2013-08-22,2013-2014,20132014,1,2013-2014,1,2013,FISCAL_COMMITTEE_SECOND_HOUSE,6,2013-08-10,2013-08-30,21,12,0.6,,FALSE,FALSE,FALSE,POLICY_CMTE_2H,2013-08-16,6,FISCAL_CMTE_2H,2013-08-30,8,FALSE,-83,22
201320140SB743,17,2013-08-22,2013-2014,20132014,1,2013-2014,1,2013,FISCAL_COMMITTEE_SECOND_HOUSE,6,2013-08-10,2013-08-30,21,12,0.6,,FALSE,FALSE,FALSE,POLICY_CMTE_2H,2013-08-16,6,FISCAL_CMTE_2H,2013-08-30,8,FALSE,-83,22
201320140SB743,18,2013-09-06,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,6,0.4615,,FALSE,TRUE,FALSE,FISCAL_CMTE_2H,2013-08-30,7,FLOOR_AMEND_DEADLINE,2013-09-06,0,TRUE,-98,7
201320140SB743,19,2013-09-06,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,6,0.4615,,FALSE,TRUE,FALSE,FISCAL_CMTE_2H,2013-08-30,7,FLOOR_AMEND_DEADLINE,2013-09-06,0,TRUE,-98,7
201320140SB743,20,2013-09-09,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,9,0.6923,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2013-09-06,3,FINAL_PASSAGE_DEADLINE,2013-09-13,4,FALSE,-101,4
201320140SB743,21,2013-09-09,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,9,0.6923,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2013-09-06,3,FINAL_PASSAGE_DEADLINE,2013-09-13,4,FALSE,-101,4
201320140SB743,22,2013-09-10,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,10,0.7692,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2013-09-06,4,FINAL_PASSAGE_DEADLINE,2013-09-13,3,FALSE,-102,3
201320140SB743,23,2013-09-11,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,11,0.8462,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2013-09-06,5,FINAL_PASSAGE_DEADLINE,2013-09-13,2,FALSE,-103,2
201320140SB743,24,2013-09-11,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,11,0.8462,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2013-09-06,5,FINAL_PASSAGE_DEADLINE,2013-09-13,2,FALSE,-103,2
201320140SB743,25,2013-09-11,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,11,0.8462,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2013-09-06,5,FINAL_PASSAGE_DEADLINE,2013-09-13,2,FALSE,-103,2
201320140SB743,26,2013-09-11,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,11,0.8462,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2013-09-06,5,FINAL_PASSAGE_DEADLINE,2013-09-13,2,FALSE,-103,2
201320140SB743,27,2013-09-12,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,12,0.9231,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2013-09-06,6,FINAL_PASSAGE_DEADLINE,2013-09-13,1,FALSE,-104,1
201320140SB743,28,2013-09-12,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,12,0.9231,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2013-09-06,6,FINAL_PASSAGE_DEADLINE,2013-09-13,1,FALSE,-104,1
201320140SB743,29,2013-09-12,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,12,0.9231,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2013-09-06,6,FINAL_PASSAGE_DEADLINE,2013-09-13,1,FALSE,-104,1
201320140SB743,30,2013-09-12,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,12,0.9231,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2013-09-06,6,FINAL_PASSAGE_DEADLINE,2013-09-13,1,FALSE,-104,1
201320140SB743,31,2013-09-12,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,12,0.9231,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2013-09-06,6,FINAL_PASSAGE_DEADLINE,2013-09-13,1,FALSE,-104,1
201320140SB743,32,2013-09-12,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,12,0.9231,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2013-09-06,6,FINAL_PASSAGE_DEADLINE,2013-09-13,1,FALSE,-104,1
201320140SB743,33,2013-09-12,2013-2014,20132014,1,2013-2014,1,2013,FLOOR_SECOND_HOUSE,7,2013-08-31,2013-09-13,14,12,0.9231,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2013-09-06,6,FINAL_PASSAGE_DEADLINE,2013-09-13,1,FALSE,-104,1
201320140SB743,34,2013-09-23,2013-2014,20132014,1,2013-2014,1,2013,GOVERNOR,8,2013-09-14,2013-10-13,30,9,0.3103,,FALSE,FALSE,FALSE,FINAL_PASSAGE_DEADLINE,2013-09-13,10,GOVERNOR_DEADLINE,2013-10-13,20,FALSE,-115,-10
201320140SB743,35,2013-09-27,2013-2014,20132014,1,2013-2014,1,2013,GOVERNOR,8,2013-09-14,2013-10-13,30,13,0.4483,,FALSE,FALSE,FALSE,FINAL_PASSAGE_DEADLINE,2013-09-13,14,GOVERNOR_DEADLINE,2013-10-13,16,FALSE,-119,-14
201320140SB743,36,2013-09-27,2013-2014,20132014,1,2013-2014,1,2013,GOVERNOR,8,2013-09-14,2013-10-13,30,13,0.4483,,FALSE,FALSE,FALSE,FINAL_PASSAGE_DEADLINE,2013-09-13,14,GOVERNOR_DEADLINE,2013-10-13,16,FALSE,-119,-14
202120220AB1035,1,2021-02-18,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,48,0.9796,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,141,INTRODUCTION_DEADLINE,2021-02-19,1,FALSE,106,204
202120220AB1035,2,2021-02-19,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,49,1,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,142,INTRODUCTION_DEADLINE,2021-02-19,0,TRUE,105,203
202120220AB1035,3,2021-03-04,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,12,0.1579,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,13,POLICY_CMTE_FISCAL_1H,2021-04-30,57,FALSE,92,190
202120220AB1035,4,2021-04-05,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,44,0.5789,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,45,POLICY_CMTE_FISCAL_1H,2021-04-30,25,FALSE,60,158
202120220AB1035,5,2021-04-06,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,45,0.5921,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,46,POLICY_CMTE_FISCAL_1H,2021-04-30,24,FALSE,59,157
202120220AB1035,6,2021-04-13,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,52,0.6842,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,53,POLICY_CMTE_FISCAL_1H,2021-04-30,17,FALSE,52,150
202120220AB1035,7,2021-05-05,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,74,0.9737,,FALSE,FALSE,FALSE,POLICY_CMTE_FISCAL_1H,2021-04-30,5,POLICY_CMTE_NONFISCAL_1H,2021-05-07,2,FALSE,30,128
202120220AB1035,8,2021-05-20,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_FIRST_HOUSE,3,2021-05-08,2021-05-21,14,12,0.9231,,FALSE,FALSE,FALSE,POLICY_CMTE_MEET_CUTOFF_1H,2021-05-14,6,FISCAL_CMTE_1H,2021-05-21,1,FALSE,15,113
202120220AB1035,9,2021-05-24,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_FIRST_HOUSE,4,2021-05-22,2021-06-04,14,2,0.1538,,FALSE,FALSE,FALSE,FISCAL_CMTE_MEET_CUTOFF_1H,2021-05-21,3,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,11,FALSE,11,109
202120220AB1035,10,2021-05-27,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_FIRST_HOUSE,4,2021-05-22,2021-06-04,14,5,0.3846,,FALSE,FALSE,FALSE,FISCAL_CMTE_MEET_CUTOFF_1H,2021-05-21,6,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,8,FALSE,8,106
202120220AB1035,11,2021-05-28,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_FIRST_HOUSE,4,2021-05-22,2021-06-04,14,6,0.4615,,FALSE,FALSE,FALSE,FISCAL_CMTE_MEET_CUTOFF_1H,2021-05-21,7,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,7,FALSE,7,105
202120220AB1035,12,2021-06-09,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,4,0.1026,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,5,POLICY_CMTE_2H,2021-07-14,35,FALSE,-5,93
202120220AB1035,13,2021-06-24,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,19,0.4872,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,20,POLICY_CMTE_2H,2021-07-14,20,FALSE,-20,78
202120220AB1035,14,2021-06-28,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,23,0.5897,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,24,POLICY_CMTE_2H,2021-07-14,16,FALSE,-24,74
202120220AB1035,15,2021-07-15,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_SECOND_HOUSE,6,2021-07-15,2021-08-27,44,0,0,,FALSE,FALSE,FALSE,POLICY_CMTE_2H,2021-07-14,1,FISCAL_CMTE_2H,2021-08-27,43,FALSE,-41,57
202120220AB1035,16,2021-08-26,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_SECOND_HOUSE,6,2021-07-15,2021-08-27,44,42,0.9767,,FALSE,FALSE,FALSE,POLICY_CMTE_2H,2021-07-14,43,FISCAL_CMTE_2H,2021-08-27,1,FALSE,-83,15
202120220AB1035,17,2021-08-26,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_SECOND_HOUSE,6,2021-07-15,2021-08-27,44,42,0.9767,,FALSE,FALSE,FALSE,POLICY_CMTE_2H,2021-07-14,43,FISCAL_CMTE_2H,2021-08-27,1,FALSE,-83,15
202120220AB1035,18,2021-08-31,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_SECOND_HOUSE,7,2021-08-28,2021-09-10,14,3,0.2308,,FALSE,TRUE,FALSE,FISCAL_CMTE_2H,2021-08-27,4,FLOOR_AMEND_DEADLINE,2021-09-03,3,FALSE,-88,10
202120220AB1035,19,2021-09-01,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_SECOND_HOUSE,7,2021-08-28,2021-09-10,14,4,0.3077,,FALSE,TRUE,FALSE,FISCAL_CMTE_2H,2021-08-27,5,FLOOR_AMEND_DEADLINE,2021-09-03,2,FALSE,-89,9
202120220AB1035,20,2021-09-01,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_SECOND_HOUSE,7,2021-08-28,2021-09-10,14,4,0.3077,,FALSE,TRUE,FALSE,FISCAL_CMTE_2H,2021-08-27,5,FLOOR_AMEND_DEADLINE,2021-09-03,2,FALSE,-89,9
202120220AB1035,21,2021-09-01,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_SECOND_HOUSE,7,2021-08-28,2021-09-10,14,4,0.3077,,FALSE,TRUE,FALSE,FISCAL_CMTE_2H,2021-08-27,5,FLOOR_AMEND_DEADLINE,2021-09-03,2,FALSE,-89,9
202120220AB1035,22,2021-09-02,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_SECOND_HOUSE,7,2021-08-28,2021-09-10,14,5,0.3846,,FALSE,TRUE,FALSE,FISCAL_CMTE_2H,2021-08-27,6,FLOOR_AMEND_DEADLINE,2021-09-03,1,FALSE,-90,8
202120220AB1035,23,2021-09-07,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_SECOND_HOUSE,7,2021-08-28,2021-09-10,14,10,0.7692,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2021-09-03,4,FINAL_PASSAGE_DEADLINE,2021-09-10,3,FALSE,-95,3
202120220AB1035,24,2021-09-07,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_SECOND_HOUSE,7,2021-08-28,2021-09-10,14,10,0.7692,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2021-09-03,4,FINAL_PASSAGE_DEADLINE,2021-09-10,3,FALSE,-95,3
202120220AB1035,25,2021-09-08,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_SECOND_HOUSE,7,2021-08-28,2021-09-10,14,11,0.8462,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2021-09-03,5,FINAL_PASSAGE_DEADLINE,2021-09-10,2,FALSE,-96,2
202120220AB1035,26,2021-09-08,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_SECOND_HOUSE,7,2021-08-28,2021-09-10,14,11,0.8462,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2021-09-03,5,FINAL_PASSAGE_DEADLINE,2021-09-10,2,FALSE,-96,2
202120220AB1035,27,2021-09-15,2021-2022,20212022,1,2021-2022,1,2021,GOVERNOR,8,2021-09-11,2021-10-10,30,4,0.1379,,FALSE,FALSE,FALSE,FINAL_PASSAGE_DEADLINE,2021-09-10,5,GOVERNOR_DEADLINE,2021-10-10,25,FALSE,-103,-5
202120220AB1035,28,2021-10-08,2021-2022,20212022,1,2021-2022,1,2021,GOVERNOR,8,2021-09-11,2021-10-10,30,27,0.931,,FALSE,FALSE,FALSE,FINAL_PASSAGE_DEADLINE,2021-09-10,28,GOVERNOR_DEADLINE,2021-10-10,2,FALSE,-126,-28
202120220AB1035,29,2022-01-03,2021-2022,20212022,2,2021-2022,2,2022,CARRYOVER,1,2022-01-01,2022-01-31,31,2,0.0667,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2021-10-10,85,CARRYOVER_POLICY_DEADLINE,2022-01-14,11,FALSE,144,240
202120220AB1035,30,2022-02-03,2021-2022,20212022,2,2021-2022,2,2022,INTRODUCTION,2,2022-02-01,2022-02-18,18,2,0.1176,,FALSE,FALSE,FALSE,CARRYOVER_PASSAGE_DEADLINE,2022-01-31,3,INTRODUCTION_DEADLINE,2022-02-18,15,FALSE,113,209
202120220AB1047,1,2021-02-18,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,48,0.9796,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,141,INTRODUCTION_DEADLINE,2021-02-19,1,FALSE,106,204
202120220AB1047,2,2021-02-19,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,49,1,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,142,INTRODUCTION_DEADLINE,2021-02-19,0,TRUE,105,203
202120220AB1047,3,2021-03-04,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,12,0.1579,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,13,POLICY_CMTE_FISCAL_1H,2021-04-30,57,FALSE,92,190
202120220AB1047,4,2021-03-26,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,34,0.4474,spring,TRUE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,35,POLICY_CMTE_FISCAL_1H,2021-04-30,35,FALSE,70,168
202120220AB1047,5,2021-03-29,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,37,0.4868,spring,TRUE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,38,POLICY_CMTE_FISCAL_1H,2021-04-30,32,FALSE,67,165
202120220AB1047,6,2021-04-06,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,45,0.5921,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,46,POLICY_CMTE_FISCAL_1H,2021-04-30,24,FALSE,59,157
202120220AB1047,7,2021-04-28,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,67,0.8816,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,68,POLICY_CMTE_FISCAL_1H,2021-04-30,2,FALSE,37,135
202120220AB1047,8,2021-05-20,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_FIRST_HOUSE,3,2021-05-08,2021-05-21,14,12,0.9231,,FALSE,FALSE,FALSE,POLICY_CMTE_MEET_CUTOFF_1H,2021-05-14,6,FISCAL_CMTE_1H,2021-05-21,1,FALSE,15,113
202120220AB1047,9,2022-01-31,2021-2022,20212022,2,2021-2022,2,2022,CARRYOVER,1,2022-01-01,2022-01-31,31,30,1,,FALSE,FALSE,FALSE,CARRYOVER_COMMITTEE_DEADLINE,2022-01-21,10,CARRYOVER_PASSAGE_DEADLINE,2022-01-31,0,TRUE,116,212
202120220AB1047,10,2022-02-01,2021-2022,20212022,2,2021-2022,2,2022,INTRODUCTION,2,2022-02-01,2022-02-18,18,0,0,,FALSE,FALSE,FALSE,CARRYOVER_PASSAGE_DEADLINE,2022-01-31,1,INTRODUCTION_DEADLINE,2022-02-18,17,FALSE,115,211
202120220AB1049,1,2021-02-18,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,48,0.9796,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,141,INTRODUCTION_DEADLINE,2021-02-19,1,FALSE,106,204
202120220AB1049,2,2021-02-19,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,49,1,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,142,INTRODUCTION_DEADLINE,2021-02-19,0,TRUE,105,203
202120220AB1049,3,2021-03-04,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,12,0.1579,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,13,POLICY_CMTE_FISCAL_1H,2021-04-30,57,FALSE,92,190
202120220AB1049,4,2022-01-31,2021-2022,20212022,2,2021-2022,2,2022,CARRYOVER,1,2022-01-01,2022-01-31,31,30,1,,FALSE,FALSE,FALSE,CARRYOVER_COMMITTEE_DEADLINE,2022-01-21,10,CARRYOVER_PASSAGE_DEADLINE,2022-01-31,0,TRUE,116,212
202120220AB1049,5,2022-02-01,2021-2022,20212022,2,2021-2022,2,2022,INTRODUCTION,2,2022-02-01,2022-02-18,18,0,0,,FALSE,FALSE,FALSE,CARRYOVER_PASSAGE_DEADLINE,2022-01-31,1,INTRODUCTION_DEADLINE,2022-02-18,17,FALSE,115,211
202120220AB111,1,2020-12-17,2021-2022,20212022,0,2021-2022,1,2020,CONVENING,11,2020-12-07,2020-12-31,25,10,0.4167,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,78,INTRODUCTION_DEADLINE,2021-02-19,64,FALSE,-174,-108
202120220AB111,2,2020-12-18,2021-2022,20212022,0,2021-2022,1,2020,CONVENING,11,2020-12-07,2020-12-31,25,11,0.4583,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,79,INTRODUCTION_DEADLINE,2021-02-19,63,FALSE,-175,-109
202120220AB111,3,2021-01-11,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,10,0.2041,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,103,INTRODUCTION_DEADLINE,2021-02-19,39,FALSE,144,242
202120220AB111,4,2021-01-11,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,10,0.2041,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,103,INTRODUCTION_DEADLINE,2021-02-19,39,FALSE,144,242
202120220AB111,5,2021-03-22,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,30,0.3947,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,31,POLICY_CMTE_FISCAL_1H,2021-04-30,39,FALSE,74,172
